"timestamp","open","high","low","close","volume"
1515672180,"13489.9","13561","13489.9","13559.8","17.024535"
1515672240,"13560.9","13579.8","13560.9","13578.5","14.401354"
1515672300,"13579.4","13590","13555.3","13576.6","16.77920699"
1515672360,"13571","13590","13558.3","13589.9","13.395746"
1515672420,"13590","13599.4","13590","13596.2","10.7555495"
1515672480,"13596.2","13596.2","13573.4","13583.6","5.1573845"
1515672540,"13583.6","13590","13573.6","13590","4.96424949"
1515672600,"13590","13655","13590","13655","6.59220749"
1515672660,"13656","13726.4","13656","13700.9","9.95606749"
1515672720,"13691.8","13741.5","13691.8","13741.5","12.0878655"
1515672780,"13741.5","13741.5","13664.2","13668.8","17.9791635"
1515672840,"13668.8","13705.7","13664.1","13703.9","10.1784255"
1515672900,"13703.9","13750.6","13703.9","13741.5","10.5935995"
1515672960,"13735.3","13750.6","13690.7","13694.1","6.40511399"
1515673020,"13694.1","13694.1","13654.2","13654.2","5.279662"
1515673080,"13654.2","13668.4","13654.2","13668.4","2.984689"
1515673140,"13668.4","13668.4","13661","13661.1","13.7170035"
1515673200,"13661.1","13661.1","13616.2","13638.4","12.05136199"
1515673260,"13638.4","13660.2","13638.4","13660","7.4151215"
1515673320,"13660","13665.7","13660","13665.7","3.03662399"
1515673380,"13665.7","13707","13665.7","13697.4","2.12280849"
1515673440,"13697.4","13697.4","13697.4","13697.4","1.34029499"
1515673500,"13697.4","13697.4","13633","13637.1","7.116739"
1515673560,"13637.1","13637.1","13636.2","13636.2","1.73604399"
1515673620,"13636.2","13654.1","13636.2","13654.1","3.40046"
1515673680,"13654.1","13654.1","13630.1","13636.2","2.4597765"
1515673740,"13630.1","13664.1","13630.1","13663.6","3.8006085"
1515673800,"13663.6","13663.6","13639.5","13639.5","5.2955255"
1515673860,"13639.5","13671.3","13639.5","13671.3","9.184139"
1515673920,"13671.3","13671.3","13640.5","13640.5","6.00371549"
1515673980,"13638.3","13655","13638.3","13655","0.982048"
1515674040,"13655","13689","13655","13689","2.447282"
1515674100,"13689","13689","13689","13689","1.515847"
1515674160,"13689","13706.9","13689","13705.7","3.59373049"
1515674220,"13705.7","13739.5","13705.7","13724.4","2.448019"
1515674280,"13724.4","13740.5","13724.4","13740.5","1.75375799"
1515674340,"13740.5","13744","13740.5","13744","3.4717845"
1515674400,"13744","13750.6","13744","13750.6","3.958897"
1515674460,"13750.6","13750.6","13724.4","13734.5","8.7237185"
1515674520,"13734.5","13744.1","13734.5","13743.3","2.48417649"
1515674580,"13743.3","13750.6","13743.3","13750.6","7.633648"
1515674640,"13750.6","13750.6","13724.4","13724.4","6.2378295"
1515674700,"13718.8","13718.8","13706.3","13706.3","4.303299"
1515674760,"13706.3","13741.9","13706.3","13741.9","7.1243425"
1515674820,"13741.9","13759","13741.9","13757.7","5.016621"
1515674880,"13757.7","13776.9","13757.7","13776.9","9.96232349"
1515674940,"13776.9","13857.2","13776.9","13857.2","8.1128885"
1515675000,"13857.2","13867.7","13825.6","13839.2","8.755363"
1515675060,"13839.2","13845","13831","13845","6.9801085"
1515675120,"13845","13845","13820.9","13821.5","9.1306475"
1515675180,"13821.5","13843.5","13813.8","13840.7","4.679519"
1515675240,"13843.5","13853.2","13843.5","13853.2","2.97666299"
1515675300,"13853.2","13880.9","13853.2","13880.2","6.41851099"
1515675360,"13880.2","13891.5","13878.5","13878.5","9.23933399"
1515675420,"13878.5","13878.5","13845.6","13854.8","4.609903"
1515675480,"13854.8","13863.6","13819","13845.6","6.48173699"
1515675540,"13845.6","13845.6","13787.9","13806.3","7.1067745"
1515675600,"13806.3","13814.9","13783.2","13809","5.23382599"
1515675660,"13809","13837.2","13796.3","13837.2","10.44245849"
1515675720,"13837.2","13837.2","13800.8","13821.5","12.257182"
1515675780,"13821.5","13841.5","13805.6","13805.8","6.928859"
1515675840,"13805.8","13863.7","13805.8","13863.7","11.0761685"
1515675900,"13863.7","13868.1","13845.6","13857.9","12.07368949"
1515675960,"13862.9","13862.9","13845.6","13845.6","4.875835"
1515676020,"13845.6","13852","13845.6","13852","3.6505105"
1515676080,"13851.9","13851.9","13791.1","13813.6","6.443091"
1515676140,"13813.6","13836.1","13785.5","13832.7","12.07254249"
1515676200,"13834.3","13838.1","13809.6","13811.7","22.37246249"
1515676260,"13811.7","13823.1","13792.1","13811.9","16.53754849"
1515676320,"13812.8","13844.6","13811.7","13844.6","3.96697299"
1515676380,"13844.6","13858.3","13826.7","13826.7","2.4488075"
1515676440,"13817","13826.7","13816.8","13816.8","4.03029899"
1515676500,"13816.8","13816.8","13792","13792","2.6094015"
1515676560,"13792","13792","13752.4","13752.4","4.36516849"
1515676620,"13752.4","13752.4","13749.9","13750.8","1.956911"
1515676680,"13752.4","13784.2","13752.4","13776","4.405303"
1515676740,"13776","13776","13760.8","13760.8","4.97374949"
1515676800,"13760.4","13760.4","13751.1","13751.6","3.37311299"
1515676860,"13751.6","13751.6","13706.6","13706.6","2.7503345"
1515676920,"13706.6","13706.6","13706.6","13706.6","1.138093"
1515676980,"13706.6","13716.1","13706.6","13714.5","4.59984399"
1515677040,"13714.5","13758","13714.5","13757.1","6.5028675"
1515677100,"13757.1","13807.1","13757.1","13765.7","5.0176575"
1515677160,"13765.7","13792.9","13757.1","13757.1","5.09696249"
1515677220,"13757.1","13757.1","13738","13739.5","5.94729"
1515677280,"13739.8","13739.8","13739.8","13739.8","2.846669"
1515677340,"13739.8","13739.8","13693.7","13698.8","3.387691"
1515677400,"13698.8","13698.8","13671","13672.5","10.3514825"
1515677460,"13672.5","13672.5","13671","13671","4.68572249"
1515677520,"13671","13705.9","13671","13704.6","8.48693099"
1515677580,"13704.6","13750","13691.8","13727.6","8.467821"
1515677640,"13750","13750","13673.1","13693.3","10.1176145"
1515677700,"13693.3","13693.3","13668.7","13673.1","2.56093099"
1515677760,"13673.1","13720.5","13673.1","13695.4","4.8388905"
1515677820,"13695.4","13747.5","13695.4","13747.5","7.3842295"
1515677880,"13745.1","13745.1","13687.5","13701.7","7.9742875"
1515677940,"13701.7","13731.4","13701.7","13726.1","6.2066535"
1515678000,"13726.1","13747.4","13713","13747.4","5.24169449"
1515678060,"13747.4","13757.1","13718.5","13723.3","4.82469399"
1515678120,"13724.4","13782.3","13724.4","13781.6","5.985361"
1515678180,"13776.9","13803.6","13776.9","13796.9","5.454682"
1515678240,"13796.9","13796.9","13796.9","13796.9","3.95784149"
1515678300,"13796.9","13823.5","13782.3","13783.3","5.6480505"
1515678360,"13776.9","13781.2","13725.7","13727.6","8.06998099"
1515678420,"13727.6","13755.1","13717.1","13739.1","7.511067"
1515678480,"13739.1","13755.1","13720.4","13720.4","3.590537"
1515678540,"13720.4","13720.4","13708.3","13714.5","10.84312049"
1515678600,"13714.5","13714.5","13694","13696.3","4.077805"
1515678660,"13696.3","13747.1","13696.3","13747.1","13.635051"
1515678720,"13747.1","13776.9","13747.1","13776.9","3.8948575"
1515678780,"13776.9","13816.1","13776.9","13783.7","4.9229115"
1515678840,"13783.7","13783.7","13761.5","13763.1","4.2794065"
1515678900,"13761.5","13761.5","13756.1","13756.1","3.7701385"
1515678960,"13756.1","13756.1","13739.7","13739.7","5.07969899"
1515679020,"13739.7","13747.2","13739.7","13747.2","4.3910945"
1515679080,"13747.2","13766.8","13747.2","13766.8","3.3119835"
1515679140,"13766.8","13785.5","13766.8","13784.2","3.03299699"
1515679200,"13785.8","13785.8","13784","13785.8","3.3296945"
1515679260,"13785.8","13795.1","13785.8","13794.3","2.85866399"
1515679320,"13795.1","13813.4","13781.9","13782.9","6.4898955"
1515679380,"13782.9","13782.9","13766.8","13766.8","4.91604149"
1515679440,"13766.8","13790.9","13766.8","13790.9","4.0297625"
1515679500,"13790.9","13790.9","13790.9","13790.9","4.12124399"
1515679560,"13790.9","13815.2","13790","13791.4","4.38253849"
1515679620,"13791.4","13835.3","13791.4","13813.4","2.92736049"
1515679680,"13823.4","13829.4","13800","13813.4","4.23730099"
1515679740,"13813.4","13827.1","13813.4","13813.5","6.56377699"
1515679800,"13813.4","13823.1","13806.8","13806.8","13.1007245"
1515679860,"13806.8","13873.2","13806.8","13867.6","22.24379899"
1515679920,"13867.1","13867.1","13839.9","13839.9","6.52275199"
1515679980,"13839.9","13839.9","13829.9","13829.9","1.707755"
1515680040,"13829.9","13829.9","13813.6","13816.8","4.98741199"
1515680100,"13816.8","13816.8","13793.4","13793.4","6.34828699"
1515680160,"13793.4","13793.4","13753.3","13756","11.7338275"
1515680220,"13751.4","13756","13710.3","13710.3","9.6855115"
1515680280,"13710.3","13710.3","13680.4","13689.9","8.72123049"
1515680340,"13690.6","13733.8","13689.9","13733.8","3.0980345"
1515680400,"13734","13741.5","13727.1","13727.1","4.87140099"
1515680460,"13721.6","13721.6","13680.3","13683.5","6.951601"
1515680520,"13683.5","13721.6","13680.3","13721.6","4.9295285"
1515680580,"13720.2","13771.7","13711.1","13720.8","7.0491135"
1515680640,"13720.8","13736.6","13705.2","13729.6","5.61557749"
1515680700,"13729.6","13729.6","13707.7","13729.5","6.37303499"
1515680760,"13728.2","13758.4","13728.2","13731.3","9.2367095"
1515680820,"13731.3","13770.5","13730.3","13770.4","7.275694"
1515680880,"13770.4","13770.5","13770.4","13770.5","4.206836"
1515680940,"13770.5","13801.8","13726.5","13727.9","9.849553"
1515681000,"13727.9","13727.9","13705.1","13705.1","7.849053"
1515681060,"13705.1","13770.5","13705.1","13770.5","9.75111999"
1515681120,"13770.4","13770.5","13765.6","13765.6","11.53466249"
1515681180,"13765.6","13765.6","13719.4","13739.8","6.8868325"
1515681240,"13742.1","13765.6","13742.1","13765.6","11.67073249"
1515681300,"13765.6","13765.6","13765.6","13765.6","3.68817649"
1515681360,"13765.6","13765.6","13719.4","13729","3.0669865"
1515681420,"13729","13738.6","13719.4","13735.6","8.61251199"
1515681480,"13735.6","13788.3","13735.6","13776.8","6.22094299"
1515681540,"13776.8","13787","13752.3","13772.2","14.69227599"
1515681600,"13772.2","13784","13772.2","13784","5.85805"
1515681660,"13784","13784","13772.4","13772.7","6.556084"
1515681720,"13772.7","13794.3","13762.3","13772.3","7.38150249"
1515681780,"13772.3","13820","13772.3","13819.9","7.18999499"
1515681840,"13819.9","13820","13785.5","13789.1","11.09994699"
1515681900,"13789.1","13820","13788.8","13820","10.3081815"
1515681960,"13819.9","13819.9","13792.3","13792.4","8.05841"
1515682020,"13792.4","13793.7","13788.8","13793.7","4.64311"
1515682080,"13793.7","13793.7","13788.8","13788.8","7.133455"
1515682140,"13788.8","13801.8","13788.8","13801.8","3.346199"
1515682200,"13801.8","13801.8","13762.4","13762.4","14.517374"
1515682260,"13762.4","13784.8","13762.4","13770","4.48222799"
1515682320,"13774","13805.3","13774","13800.5","9.905215"
1515682380,"13800.5","13800.5","13741.5","13753.7","8.846656"
1515682440,"13745.1","13794.2","13745.1","13794.2","12.07128549"
1515682500,"13794.2","13807.7","13794.2","13807.7","3.545911"
1515682560,"13807.7","13851.9","13807.7","13851.9","12.967559"
1515682620,"13853.5","13910","13853.5","13900.4","12.7026575"
1515682680,"13908.1","13970.9","13900.4","13950.1","9.356373"
1515682740,"13950.1","13969.7","13950.1","13969.7","8.3141635"
1515682800,"13977.6","14006.4","13977.5","14000","9.7007955"
1515682860,"14000","14022.4","13978.7","14022.4","10.20510099"
1515682920,"14022.6","14100","14022.4","14091.2","12.07593049"
1515682980,"14100","14173.4","14080","14159.5","10.817273"
1515683040,"14159.5","14222","14159.5","14215.1","9.31691699"
1515683100,"14215.1","14234.3","14210","14221.5","12.45505299"
1515683160,"14221.5","14247.6","14221.5","14241.3","4.165869"
1515683220,"14247.6","14247.6","14153.2","14164","10.11930049"
1515683280,"14164","14200.5","14142","14200.5","13.65140649"
1515683340,"14200.5","14243","14200.5","14243","13.35421099"
1515683400,"14243","14250","14235","14241.5","18.57176599"
1515683460,"14241.5","14284","14241.5","14284","17.7381505"
1515683520,"14284","14284","14263","14271","15.79413549"
1515683580,"14270.9","14270.9","14228.9","14228.9","22.60231949"
1515683640,"14213.1","14230","14139","14161.9","29.240981"
1515683700,"14161.9","14166.4","14141.8","14166.4","8.32087849"
1515683760,"14166.4","14200.7","14166.4","14194.6","6.02775799"
1515683820,"14194.6","14233.2","14194.6","14233.2","17.73894549"
1515683880,"14233.2","14233.2","14216.4","14216.4","10.046293"
1515683940,"14208.9","14208.9","14163.4","14163.4","3.2888585"
1515684000,"14163.4","14176.6","14144.3","14165.1","7.0254335"
1515684060,"14155.7","14183.1","14155.7","14179.8","9.9428845"
1515684120,"14179.8","14213.9","14179.8","14213.9","5.745124"
1515684180,"14213.9","14213.9","14150.8","14150.8","6.3128895"
1515684240,"14150.8","14165.4","14117.1","14150.8","11.1160355"
1515684300,"14142.3","14179.9","14140.2","14179.9","10.8829255"
1515684360,"14179.9","14184.3","14153.1","14153.1","10.111252"
1515684420,"14138.4","14141.7","14131.9","14138.6","10.28005549"
1515684480,"14138.6","14176.9","14138.6","14153.4","11.78075199"
1515684540,"14153.4","14166.2","14138.6","14166.2","12.14269"
1515684600,"14166.2","14176.9","14143.7","14143.8","7.53449249"
1515684660,"14143.9","14155.5","14143.9","14154.2","1.659309"
1515684720,"14154.2","14155.8","14084.4","14084.4","10.9599085"
1515684780,"14073.1","14081.5","14022.4","14030.6","16.30822349"
1515684840,"14017.5","14080.9","14017.5","14068.3","14.029879"
1515684900,"14068.3","14068.3","14017","14017","15.7059555"
1515684960,"14019.2","14024","14017.2","14023","13.63896899"
1515685020,"14023","14023","14006.6","14019.7","5.17372849"
1515685080,"14019.7","14019.7","14000","14000","3.04153999"
1515685140,"14000","14000","13967","13976.3","3.56164599"
1515685200,"13976.3","14023","13976.3","14005.6","8.9255195"
1515685260,"14005.6","14023","14001.8","14023","3.79187749"
1515685320,"14023","14023","14000","14006.5","8.87561099"
1515685380,"14000","14001.1","13993","14000","6.37981599"
1515685440,"14000","14000","13982.2","13982.2","1.67291749"
1515685500,"13982.2","14019.9","13982.2","14019.9","5.28658099"
1515685560,"14019.9","14019.9","13988.5","13988.5","1.50721849"
1515685620,"13988.5","13988.5","13938.4","13942","7.13045499"
1515685680,"13942","13942","13921.6","13921.6","1.79195549"
1515685740,"13921.6","13942","13921.6","13942","2.87854"
1515685800,"13953.5","13971.7","13934.8","13934.8","3.5580905"
1515685860,"13927.1","13932","13868.1","13901.2","15.3459425"
1515685920,"13906","13906.1","13882.9","13882.9","3.3054105"
1515685980,"13882.9","13890.3","13882.9","13889.6","3.21102449"
1515686040,"13890.3","13959.3","13890.3","13959.3","1.51165699"
1515686100,"13959.3","13963.8","13947.5","13949.3","3.7774035"
1515686160,"13949.3","13949.3","13920.1","13920.1","2.6111825"
1515686220,"13920.1","13970.9","13920.1","13970.9","5.896713"
1515686280,"13972.2","14019.9","13972.2","14008.2","7.7940505"
1515686340,"14008.2","14008.2","13982.7","13983.5","5.45085699"
1515686400,"13982.4","13982.4","13944.6","13944.6","3.0136385"
1515686460,"13944.6","13983.5","13944.6","13983.5","2.716944"
1515686520,"13990.2","13994.1","13986.4","13994.1","5.71475649"
1515686580,"13994.1","13994.1","13949.6","13949.6","7.097286"
1515686640,"13949.6","13957.7","13940.9","13944.4","6.08820649"
1515686700,"13944.4","13984.4","13944.4","13984.4","10.89559799"
1515686760,"13984.4","13990.2","13984.4","13990.2","8.46340349"
1515686820,"13990.2","13990.3","13990.2","13990.2","2.40518049"
1515686880,"13990.3","14033","13990.3","14033","6.4810045"
1515686940,"14033","14049.9","14033","14049.9","15.736553"
1515687000,"14050","14060.1","14050","14060.1","2.061042"
1515687060,"14060.1","14078.1","14049.7","14049.9","12.29885399"
1515687120,"14058.6","14058.6","14041.1","14042","11.68616099"
1515687180,"14042","14042","13993.1","13993.1","18.58756599"
1515687240,"13993.1","13993.1","13993.1","13993.1","3.7824865"
1515687300,"13993.1","14035.2","13993.1","14035.2","10.4449605"
1515687360,"14035.2","14061.2","14035.2","14050.9","17.35151999"
1515687420,"14050.9","14050.9","14022.5","14049.4","9.2966055"
1515687480,"14049.4","14079.8","14049.4","14060.8","16.19144999"
1515687540,"14060.8","14072.6","14059.3","14072.6","17.97638449"
1515687600,"14072.6","14084.4","14072.6","14082.9","12.482384"
1515687660,"14082.9","14082.9","14042.8","14042.8","10.4537075"
1515687720,"14042.8","14055.8","14042.8","14054.6","6.763572"
1515687780,"14054.6","14055.8","14053.8","14055.8","4.861154"
1515687840,"14055.8","14070.5","14055.8","14070.5","6.11732549"
1515687900,"14070.5","14070.5","14044.8","14067.5","5.21251899"
1515687960,"14068.2","14069.9","14053.6","14053.6","5.6927825"
1515688020,"14053.6","14053.6","14022.3","14022.3","6.826126"
1515688080,"14022.3","14040.2","14022.3","14031.2","4.314957"
1515688140,"14031.2","14084.4","14031.2","14072.3","18.12564749"
1515688200,"14072.3","14072.3","14041.5","14052.4","9.589005"
1515688260,"14052.4","14058.3","14052.4","14058.3","1.300479"
1515688320,"14058.3","14125.6","14058.3","14125.6","13.34629799"
1515688380,"14115.6","14133.7","14104","14133.7","12.94364999"
1515688440,"14133.7","14155.8","14108.7","14119.1","43.441302"
1515688500,"14119.1","14119.1","14109.2","14109.2","15.393459"
1515688560,"14109.2","14109.2","14109.2","14109.2","4.5463815"
1515688620,"14109.2","14109.2","14078","14080","36.01124999"
1515688680,"14080","14080","14058.3","14058.3","11.719038"
1515688740,"14058.3","14096","14031.2","14093.2","48.700839"
1515688800,"14093.2","14144.2","14093.2","14134","14.172279"
1515688860,"14133.4","14144.1","14133.4","14133.5","19.844697"
1515688920,"14133.5","14133.5","14093.9","14093.9","24.986187"
1515688980,"14093.9","14103.7","14093.9","14103.7","2.259564"
1515689040,"14103.7","14120.1","14099","14099","14.1579165"
1515689100,"14099","14099","14093.9","14093.9","4.73544799"
1515689160,"14093.9","14101.9","14068.8","14083.6","11.89800849"
1515689220,"14083.6","14103.1","14083.6","14103.1","10.417666"
1515689280,"14103.1","14103.1","14084.7","14084.7","6.9817115"
1515689340,"14084.7","14084.7","14071.5","14071.5","1.506302"
1515689400,"14065.7","14065.7","14031.2","14031.2","4.09805599"
1515689460,"14031.2","14031.2","14031.2","14031.2","2.12701649"
1515689520,"14031.2","14031.2","13967.6","13967.6","7.9077285"
1515689580,"13967.6","13967.6","13930.7","13930.7","15.85503949"
1515689640,"13930.7","13941.5","13930.7","13931.7","8.99130549"
1515689700,"13931.7","13931.7","13931.7","13931.7","2.76994849"
1515689760,"13933.6","13955.1","13933.6","13955.1","3.45625849"
1515689820,"13955.1","13959.1","13916.8","13916.8","9.38777699"
1515689880,"13916.8","13916.8","13905.6","13905.6","5.25462349"
1515689940,"13904.6","13905.6","13904.6","13905.6","11.4587855"
1515690000,"13905.6","13915.3","13898.7","13898.7","10.6071045"
1515690060,"13898.7","13898.7","13871.2","13877.8","1.8298715"
1515690120,"13877.8","13877.8","13867.7","13867.7","10.193487"
1515690180,"13867.7","13867.7","13867.7","13867.7","3.490965"
1515690240,"13867.7","13867.7","13814.4","13814.4","17.42394299"
1515690300,"13813.1","13813.1","13800","13800","8.99671299"
1515690360,"13800","13847.2","13800","13830.2","40.38331799"
1515690420,"13830.2","13834.6","13808.3","13808.3","25.38858599"
1515690480,"13808.3","13808.3","13800","13800","10.42872599"
1515690540,"13800","13800","13800","13800","7.89869449"
1515690600,"13800","13844","13800","13844","5.28618099"
1515690660,"13844","13887.6","13844","13887.6","7.98775599"
1515690720,"13887.6","13909.7","13887.6","13909.7","3.262442"
1515690780,"13909.7","13909.7","13867.8","13867.8","6.08402799"
1515690840,"13867.8","13867.8","13818.3","13820.2","9.63098399"
1515690900,"13820.2","13820.2","13800","13800","8.53890799"
1515690960,"13800","13800","13800","13800","2.66037599"
1515691020,"13800","13825.6","13800","13825.6","5.876697"
1515691080,"13825.6","13825.6","13825.6","13825.6","1.99690399"
1515691140,"13825.6","13838.9","13825.6","13838.9","5.48292599"
1515691200,"13838.9","13848.9","13836","13836","9.82126399"
1515691260,"13836","13836","13817.7","13817.7","7.504876"
1515691320,"13812.9","13812.9","13794.2","13794.2","6.934538"
1515691380,"13794.2","13794.2","13749.2","13749.2","6.33748499"
1515691440,"13749.2","13765.3","13749.2","13749.2","13.064998"
1515691500,"13749.2","13749.2","13745.1","13745.1","9.63407799"
1515691560,"13745.1","13745.1","13733.3","13734.8","3.265204"
1515691620,"13734.8","13735.8","13734.8","13735.8","4.948"
1515691680,"13735.8","13735.8","13705.1","13705.1","6.36199999"
1515691740,"13702.6","13708.6","13688.4","13706.3","6.79511"
1515691800,"13704.7","13732.5","13688.4","13727.5","12.79899199"
1515691860,"13722.6","13755","13722.6","13755","5.686472"
1515691920,"13755","13795","13755","13759.8","11.263166"
1515691980,"13759.8","13782.1","13753","13782.1","3.91302399"
1515692040,"13782.1","13782.1","13782.1","13782.1","6.76525999"
1515692100,"13782.1","13782.1","13782.1","13782.1","1.7143185"
1515692160,"13782.1","13782.1","13782.1","13782.1","0.98744149"
1515692220,"13782.1","13782.1","13756.4","13756.4","3.998981"
1515692280,"13756.4","13756.4","13756.4","13756.4","0.38979"
1515692340,"13756.4","13756.4","13748.9","13748.9","6.228315"
1515692400,"13748.9","13748.9","13720.9","13730.5","3.19152699"
1515692460,"13730.5","13737.8","13730.5","13737.8","8.440209"
1515692520,"13737.8","13737.8","13711.1","13711.1","2.92634599"
1515692580,"13711.1","13711.1","13699.3","13699.3","0.5336615"
1515692640,"13699.3","13699.3","13689.8","13689.8","3.478565"
1515692700,"13690.8","13710.2","13689.8","13709.2","2.66858999"
1515692760,"13709.2","13735.9","13709.2","13735.9","5.02855449"
1515692820,"13735.9","13735.9","13709.2","13709.2","6.1120315"
1515692880,"13709.2","13709.2","13709.2","13709.2","2.3630925"
1515692940,"13709.2","13719.6","13709.2","13719.6","4.57338649"
1515693000,"13720.1","13734","13719.6","13727","11.1977495"
1515693060,"13727","13727","13716.3","13719.4","3.94068349"
1515693120,"13719.4","13737.8","13719.4","13737.8","3.083772"
1515693180,"13737.8","13741.9","13737.8","13738.9","5.23248"
1515693240,"13738.9","13772.5","13738.9","13772.5","4.073859"
1515693300,"13772.5","13772.5","13772.5","13772.5","0.2531475"
1515693360,"13772.5","13772.5","13752.7","13752.7","8.916164"
1515693420,"13752.7","13752.7","13738.8","13745.7","2.0027985"
1515693480,"13738.1","13738.8","13661.2","13661.2","1.69381699"
1515693540,"13661.2","13661.2","13632.6","13642.7","1.99662099"
1515693600,"13642.7","13657.3","13642.7","13657.3","3.9958365"
1515693660,"13656.4","13662.8","13653","13662.8","1.65133849"
1515693720,"13656.9","13674.5","13656.9","13658.3","1.573311"
1515693780,"13667.9","13708","13667.9","13708","4.684255"
1515693840,"13708","13708","13656.9","13670.7","7.63071499"
1515693900,"13670.7","13670.7","13670.7","13670.7","0.80865949"
1515693960,"13670.7","13670.7","13656.9","13656.9","1.72060499"
1515694020,"13656.9","13674.5","13656.9","13674.5","0.91812699"
1515694080,"13674.5","13689.1","13674.5","13689.1","3.44752699"
1515694140,"13689.1","13689.1","13689.1","13689.1","2.3171325"
1515694200,"13689.1","13689.1","13630.1","13630.1","6.59288299"
1515694260,"13630.1","13639.6","13630.1","13639.6","2.059194"
1515694320,"13639.6","13666.5","13639.6","13666.5","1.82777899"
1515694380,"13666.5","13693.1","13666.5","13693.1","5.270372"
1515694440,"13693.1","13709.2","13693.1","13699.1","6.746454"
1515694500,"13698","13741.5","13693.6","13741.5","4.874114"
1515694560,"13741.5","13764.5","13741.5","13764.5","6.68906899"
1515694620,"13764.5","13785.4","13764.5","13773.7","9.082996"
1515694680,"13773.7","13773.7","13733.3","13753","8.12817999"
1515694740,"13753","13753.2","13746.4","13746.4","2.457668"
1515694800,"13746.4","13746.4","13716.2","13716.2","2.52209"
1515694860,"13716.2","13716.2","13709.2","13716.2","3.851652"
1515694920,"13716.2","13734.1","13710.6","13726.2","11.430388"
1515694980,"13725.9","13725.9","13700.3","13718.9","8.10687799"
1515695040,"13718.9","13718.9","13701.3","13701.3","3.1462785"
1515695100,"13701.3","13701.3","13686.4","13686.4","4.14018549"
1515695160,"13686.4","13689.1","13667.8","13689.1","5.69661299"
1515695220,"13689.1","13715.6","13689.1","13715.6","3.3842175"
1515695280,"13715.6","13781.8","13715.6","13754.3","14.64032649"
1515695340,"13758.6","13800","13758.6","13800","3.0167285"
1515695400,"13800","13811","13796.8","13796.8","6.377189"
1515695460,"13785.2","13796.8","13766.3","13767.1","7.587958"
1515695520,"13773.8","13802.3","13773.8","13801.7","5.66792749"
1515695580,"13801.7","13805","13801.7","13802.9","3.3125255"
